Victim Age,Victim Sex ,Victim Race ,Reported Date ,Reported Day of Week,Report Month,City,State,Season,Population,Disposition
48,Male,Black,8/28/2011,6,8,Los Angeles,CA,Summer,3818812,No Arrest
31,Male,Hispanic,9/18/2011,6,9,Los Angeles,CA,Fall,3818812,No Arrest
16,Male,Hispanic,10/10/2011,0,10,Los Angeles,CA,Fall,3818812,No Arrest
32,Male,Hispanic,10/11/2011,1,10,Los Angeles,CA,Fall,3818812,No Arrest
19,Male,Black,10/16/2011,6,10,Los Angeles,CA,Fall,3818812,No Arrest
29,Male,Hispanic,10/17/2011,0,10,Los Angeles,CA,Fall,3818812,No Arrest
42,Male,Hispanic,10/29/2011,5,10,Los Angeles,CA,Fall,3818812,No Arrest
53,Male,Black,11/10/2011,3,11,Los Angeles,CA,Fall,3818812,No Arrest
27,Male,White,11/28/2011,0,11,Los Angeles,CA,Fall,3818812,No Arrest
23,Female,Black,12/11/2011,6,12,Los Angeles,CA,Winter,3818812,No Arrest
22,Male,Hispanic,12/16/2011,4,12,Los Angeles,CA,Winter,3818812,No Arrest
45,Male,Black,12/29/2011,3,12,Los Angeles,CA,Winter,3818812,No Arrest
62,Male,Hispanic,6/8/2011,2,6,Los Angeles,CA,Summer,3818812,Arrest Made
20,Male,Hispanic,8/6/2011,5,8,Los Angeles,CA,Summer,3818812,Arrest Made
33,Male,Hispanic,1/5/2011,2,1,Los Angeles,CA,Winter,3818812,No Arrest
17,Male,Hispanic,3/7/2011,0,3,Los Angeles,CA,Spring,3818812,Arrest Made
53,Male,Hispanic,3/8/2011,1,3,Los Angeles,CA,Spring,3818812,No Arrest
39,Male,White,5/26/2011,3,5,Los Angeles,CA,Spring,3818812,Arrest Made
23,Male,Black,6/2/2011,3,6,Los Angeles,CA,Summer,3818812,Arrest Made
29,Male,Hispanic,6/12/2011,6,6,Los Angeles,CA,Summer,3818812,No Arrest
22,Female,Hispanic,12/14/2011,2,12,Los Angeles,CA,Winter,3818812,No Arrest
35,Male,Hispanic,4/30/2011,5,4,Los Angeles,CA,Spring,3818812,Arrest Made
60,Female,Hispanic,5/9/2011,0,5,Los Angeles,CA,Spring,3818812,No Arrest
19,Male,Asian,5/27/2011,4,5,Los Angeles,CA,Spring,3818812,Arrest Made
17,Male,Black,7/7/2011,3,7,Los Angeles,CA,Summer,3818812,No Arrest
23,Male,Hispanic,10/24/2011,0,10,Los Angeles,CA,Fall,3818812,Arrest Made
25,Male,Hispanic,12/2/2011,4,12,Los Angeles,CA,Winter,3818812,Arrest Made
62,Female,White,6/14/2011,1,6,Los Angeles,CA,Summer,3818812,Arrest Made
23,Male,White,11/30/2011,2,11,Los Angeles,CA,Fall,3818812,Arrest Made
23,Male,Hispanic,1/29/2012,6,1,Los Angeles,CA,Winter,3847857,Arrest Made
61,Male,Black,10/4/2012,3,10,Los Angeles,CA,Fall,3847857,No Arrest
51,Male,Hispanic,12/4/2012,1,12,Los Angeles,CA,Winter,3847857,Arrest Made
49,Female,White,1/8/2013,1,1,Los Angeles,CA,Winter,3877721,Arrest Made
40,Male,Hispanic,11/5/2012,0,11,Los Angeles,CA,Fall,3847857,Arrest Made
25,Male,Hispanic,11/5/2012,0,11,Los Angeles,CA,Fall,3847857,Arrest Made
32,Male,Hispanic,11/16/2012,4,11,Los Angeles,CA,Fall,3847857,No Arrest
21,Male,Hispanic,1/21/2012,5,1,Los Angeles,CA,Winter,3847857,Arrest Made
38,Female,Hispanic,2/16/2012,3,2,Los Angeles,CA,Winter,3847857,No Arrest
22,Male,Hispanic,2/28/2012,1,2,Los Angeles,CA,Winter,3847857,Arrest Made
21,Male,Hispanic,4/8/2012,6,4,Los Angeles,CA,Spring,3847857,No Arrest
35,Male,Hispanic,6/27/2012,2,6,Los Angeles,CA,Summer,3847857,Arrest Made
27,Male,Hispanic,7/2/2012,0,7,Los Angeles,CA,Summer,3847857,No Arrest
33,Male,White,7/30/2012,0,7,Los Angeles,CA,Summer,3847857,Arrest Made
23,Male,Hispanic,8/18/2012,5,8,Los Angeles,CA,Summer,3847857,Arrest Made
26,Male,Hispanic,8/21/2012,1,8,Los Angeles,CA,Summer,3847857,No Arrest
49,Male,Hispanic,9/4/2012,1,9,Los Angeles,CA,Fall,3847857,No Arrest
61,Male,Hispanic,10/1/2012,0,10,Los Angeles,CA,Fall,3847857,Arrest Made
40,Male,Hispanic,11/19/2012,0,11,Los Angeles,CA,Fall,3847857,No Arrest
28,Male,Black,11/28/2012,2,11,Los Angeles,CA,Fall,3847857,No Arrest
27,Male,Hispanic,12/2/2012,6,12,Los Angeles,CA,Winter,3847857,No Arrest
51,Female,White,12/12/2012,2,12,Los Angeles,CA,Winter,3847857,No Arrest
29,Female,Hispanic,12/21/2012,4,12,Los Angeles,CA,Winter,3847857,No Arrest
24,Male,Hispanic,12/30/2012,6,12,Los Angeles,CA,Winter,3847857,No Arrest
33,Male,Black,1/9/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
17,Male,Hispanic,1/9/2012,0,1,Los Angeles,CA,Winter,3847857,No Arrest
31,Male,Black,1/18/2012,2,1,Los Angeles,CA,Winter,3847857,No Arrest
51,Male,White,1/3/2012,1,1,Los Angeles,CA,Winter,3847857,No Arrest
23,Male,Asian,4/11/2012,2,4,Los Angeles,CA,Spring,3847857,Arrest Made
23,Female,Asian,4/11/2012,2,4,Los Angeles,CA,Spring,3847857,No Arrest
37,Male,Hispanic,5/15/2012,1,5,Los Angeles,CA,Spring,3847857,Arrest Made
21,Male,Black,9/18/2012,1,9,Los Angeles,CA,Fall,3847857,Arrest Made
37,Male,Hispanic,7/4/2012,2,7,Los Angeles,CA,Summer,3847857,No Arrest
24,Male,Black,7/4/2012,2,7,Los Angeles,CA,Summer,3847857,Arrest Made
26,Male,Black,8/24/2012,4,8,Los Angeles,CA,Summer,3847857,Arrest Made
17,Male,Black,8/25/2012,5,8,Los Angeles,CA,Summer,3847857,No Arrest
26,Male,Black,9/28/2012,4,9,Los Angeles,CA,Fall,3847857,Arrest Made
21,Male,Black,10/19/2012,4,10,Los Angeles,CA,Fall,3847857,Arrest Made
41,Male,Black,10/29/2012,0,10,Los Angeles,CA,Fall,3847857,Arrest Made
31,Male,Black,11/30/2012,4,11,Los Angeles,CA,Fall,3847857,No Arrest
27,Female,Hispanic,12/2/2012,6,12,Los Angeles,CA,Winter,3847857,No Arrest
22,Male,Black,5/13/2012,6,5,Los Angeles,CA,Spring,3847857,Arrest Made
41,Male,Hispanic,5/13/2012,6,5,Los Angeles,CA,Spring,3847857,No Arrest
19,Male,Hispanic,8/4/2012,5,8,Los Angeles,CA,Summer,3847857,No Arrest
29,Male,Hispanic,11/6/2012,1,11,Los Angeles,CA,Fall,3847857,Arrest Made
22,Male,Hispanic,11/6/2012,1,11,Los Angeles,CA,Fall,3847857,Arrest Made
35,Male,Hispanic,12/24/2012,0,12,Los Angeles,CA,Winter,3847857,No Arrest
28,Male,Hispanic,3/20/2012,1,3,Los Angeles,CA,Spring,3847857,No Arrest
27,Male,Hispanic,4/3/2012,1,4,Los Angeles,CA,Spring,3847857,No Arrest
42,Male,Hispanic,4/30/2012,0,4,Los Angeles,CA,Spring,3847857,Arrest Made
20,Male,Hispanic,5/5/2012,5,5,Los Angeles,CA,Spring,3847857,No Arrest
29,Male,Hispanic,6/7/2012,3,6,Los Angeles,CA,Summer,3847857,No Arrest
24,Male,Hispanic,6/29/2012,4,6,Los Angeles,CA,Summer,3847857,No Arrest
18,Male,Hispanic,7/10/2012,1,7,Los Angeles,CA,Summer,3847857,No Arrest
24,Male,Hispanic,7/20/2012,4,7,Los Angeles,CA,Summer,3847857,No Arrest
39,Male,Hispanic,7/29/2012,6,7,Los Angeles,CA,Summer,3847857,Arrest Made
54,Female,White,8/12/2012,6,8,Los Angeles,CA,Summer,3847857,No Arrest
42,Male,Hispanic,9/4/2012,1,9,Los Angeles,CA,Fall,3847857,No Arrest
29,Male,Hispanic,9/29/2012,5,9,Los Angeles,CA,Fall,3847857,No Arrest
30,Male,Hispanic,11/26/2012,0,11,Los Angeles,CA,Fall,3847857,No Arrest
41,Male,Hispanic,1/28/2012,5,1,Los Angeles,CA,Winter,3847857,Arrest Made
24,Male,Hispanic,7/22/2012,6,7,Los Angeles,CA,Summer,3847857,No Arrest
18,Male,Hispanic,10/22/2012,0,10,Los Angeles,CA,Fall,3847857,No Arrest
27,Male,Hispanic,11/1/2012,3,11,Los Angeles,CA,Fall,3847857,Arrest Made
40,Male,Hispanic,11/15/2012,3,11,Los Angeles,CA,Fall,3847857,No Arrest
26,Male,Hispanic,11/16/2012,4,11,Los Angeles,CA,Fall,3847857,Arrest Made
28,Female,Hispanic,1/2/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
21,Male,Hispanic,1/22/2012,6,1,Los Angeles,CA,Winter,3847857,No Arrest
27,Male,Black,1/24/2012,1,1,Los Angeles,CA,Winter,3847857,Arrest Made
27,Male,Hispanic,1/30/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
24,Male,Hispanic,1/30/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
16,Male,Hispanic,2/26/2012,6,2,Los Angeles,CA,Winter,3847857,No Arrest
16,Female,Hispanic,2/26/2012,6,2,Los Angeles,CA,Winter,3847857,No Arrest
27,Male,Black,4/1/2012,6,4,Los Angeles,CA,Spring,3847857,No Arrest
62,Female,White,1/25/2012,2,1,Los Angeles,CA,Winter,3847857,No Arrest
59,Female,White,5/24/2012,3,5,Los Angeles,CA,Spring,3847857,Arrest Made
19,Male,Hispanic,10/31/2012,2,10,Los Angeles,CA,Fall,3847857,No Arrest
45,Female,White,11/2/2012,4,11,Los Angeles,CA,Fall,3847857,No Arrest
16,Male,Hispanic,12/16/2012,6,12,Los Angeles,CA,Winter,3847857,No Arrest
66,Male,Hispanic,1/24/2012,1,1,Los Angeles,CA,Winter,3847857,Arrest Made
44,Female,Other,1/27/2012,4,1,Los Angeles,CA,Winter,3847857,Arrest Made
47,Male,Hispanic,1/29/2012,6,1,Los Angeles,CA,Winter,3847857,Arrest Made
49,Male,Black,3/14/2012,2,3,Los Angeles,CA,Spring,3847857,Arrest Made
43,Male,Black,7/9/2012,0,7,Los Angeles,CA,Summer,3847857,Arrest Made
44,Male,Hispanic,10/12/2012,4,10,Los Angeles,CA,Fall,3847857,No Arrest
27,Male,Asian,5/19/2012,5,5,Los Angeles,CA,Spring,3847857,Arrest Made
19,Male,Hispanic,6/20/2012,2,6,Los Angeles,CA,Summer,3847857,Arrest Made
18,Male,Hispanic,6/20/2012,2,6,Los Angeles,CA,Summer,3847857,Arrest Made
50,Male,Black,7/1/2012,6,7,Los Angeles,CA,Summer,3847857,Arrest Made
58,Male,Hispanic,7/23/2012,0,7,Los Angeles,CA,Summer,3847857,No Arrest
52,Female,Other,9/17/2012,0,9,Los Angeles,CA,Fall,3847857,Arrest Made
46,Female,Black,10/6/2012,5,10,Los Angeles,CA,Fall,3847857,Arrest Made
42,Male,White,11/1/2012,3,11,Los Angeles,CA,Fall,3847857,Arrest Made
51,Female,Black,11/8/2012,3,11,Los Angeles,CA,Fall,3847857,Arrest Made
18,Male,Hispanic,1/3/2012,1,1,Los Angeles,CA,Winter,3847857,No Arrest
53,Male,Black,7/22/2012,6,7,Los Angeles,CA,Summer,3847857,No Arrest
80,Male,White,8/11/2012,5,8,Los Angeles,CA,Summer,3847857,No Arrest
24,Male,Black,2/1/2012,2,2,Los Angeles,CA,Winter,3847857,Arrest Made
27,Male,Hispanic,3/4/2012,6,3,Los Angeles,CA,Spring,3847857,Arrest Made
25,Male,Hispanic,4/8/2012,6,4,Los Angeles,CA,Spring,3847857,Arrest Made
38,Male,Hispanic,6/29/2012,4,6,Los Angeles,CA,Summer,3847857,No Arrest
51,Female,White,12/15/2012,5,12,Los Angeles,CA,Winter,3847857,Arrest Made
41,Female,Black,2/10/2012,4,2,Los Angeles,CA,Winter,3847857,Arrest Made
28,Male,Black,7/24/2012,1,7,Los Angeles,CA,Summer,3847857,No Arrest
30,Male,White,9/2/2012,6,9,Los Angeles,CA,Fall,3847857,No Arrest
33,Male,Other,11/27/2012,1,11,Los Angeles,CA,Fall,3847857,Arrest Made
25,Male,Hispanic,1/12/2012,3,1,Los Angeles,CA,Winter,3847857,Arrest Made
23,Female,Hispanic,1/31/2012,1,1,Los Angeles,CA,Winter,3847857,Arrest Made
22,Male,Hispanic,3/27/2012,1,3,Los Angeles,CA,Spring,3847857,No Arrest
28,Male,Hispanic,5/16/2012,2,5,Los Angeles,CA,Spring,3847857,No Arrest
18,Female,Hispanic,6/11/2012,0,6,Los Angeles,CA,Summer,3847857,Arrest Made
21,Male,Hispanic,6/11/2012,0,6,Los Angeles,CA,Summer,3847857,Arrest Made
24,Male,Hispanic,7/7/2012,5,7,Los Angeles,CA,Summer,3847857,Arrest Made
26,Male,Hispanic,9/17/2012,0,9,Los Angeles,CA,Fall,3847857,Arrest Made
81,Female,White,9/26/2012,2,9,Los Angeles,CA,Fall,3847857,No Arrest
20,Male,Hispanic,10/15/2012,0,10,Los Angeles,CA,Fall,3847857,No Arrest
22,Male,Hispanic,11/30/2012,4,11,Los Angeles,CA,Fall,3847857,No Arrest
21,Male,Black,3/18/2012,6,3,Los Angeles,CA,Spring,3847857,No Arrest
15,Male,Black,7/11/2012,2,7,Los Angeles,CA,Summer,3847857,Arrest Made
14,Male,Black,1/1/2012,6,1,Los Angeles,CA,Winter,3847857,No Arrest
21,Male,Black,1/2/2012,0,1,Los Angeles,CA,Winter,3847857,No Arrest
24,Female,Black,1/18/2012,2,1,Los Angeles,CA,Winter,3847857,No Arrest
31,Male,Black,1/25/2012,2,1,Los Angeles,CA,Winter,3847857,No Arrest
28,Male,Black,1/31/2012,1,1,Los Angeles,CA,Winter,3847857,No Arrest
53,Male,White,2/5/2012,6,2,Los Angeles,CA,Winter,3847857,Arrest Made
20,Male,Hispanic,2/27/2012,0,2,Los Angeles,CA,Winter,3847857,Arrest Made
25,Male,Hispanic,3/5/2012,0,3,Los Angeles,CA,Spring,3847857,No Arrest
32,Male,Black,3/22/2012,3,3,Los Angeles,CA,Spring,3847857,No Arrest
46,Male,Black,4/2/2012,0,4,Los Angeles,CA,Spring,3847857,No Arrest
26,Male,Black,4/9/2012,0,4,Los Angeles,CA,Spring,3847857,No Arrest
23,Male,Black,4/11/2012,2,4,Los Angeles,CA,Spring,3847857,No Arrest
20,Male,Black,4/11/2012,2,4,Los Angeles,CA,Spring,3847857,Arrest Made
44,Male,Black,4/17/2012,1,4,Los Angeles,CA,Spring,3847857,No Arrest
27,Male,Other,4/19/2012,3,4,Los Angeles,CA,Spring,3847857,Arrest Made
46,Male,Black,4/26/2012,3,4,Los Angeles,CA,Spring,3847857,Arrest Made
21,Male,Black,4/28/2012,5,4,Los Angeles,CA,Spring,3847857,Arrest Made
37,Male,Black,5/10/2012,3,5,Los Angeles,CA,Spring,3847857,No Arrest
32,Male,Black,5/12/2012,5,5,Los Angeles,CA,Spring,3847857,No Arrest
31,Male,Black,5/15/2012,1,5,Los Angeles,CA,Spring,3847857,Arrest Made
11,Male,Black,5/23/2012,2,5,Los Angeles,CA,Spring,3847857,Arrest Made
39,Female,Black,5/23/2012,2,5,Los Angeles,CA,Spring,3847857,Arrest Made
37,Male,Black,5/25/2012,4,5,Los Angeles,CA,Spring,3847857,Arrest Made
46,Male,Black,5/27/2012,6,5,Los Angeles,CA,Spring,3847857,No Arrest
79,Female,Black,6/3/2012,6,6,Los Angeles,CA,Summer,3847857,Arrest Made
65,Male,Black,6/12/2012,1,6,Los Angeles,CA,Summer,3847857,Arrest Made
45,Male,Black,7/7/2012,5,7,Los Angeles,CA,Summer,3847857,No Arrest
26,Male,Hispanic,6/23/2012,5,6,Los Angeles,CA,Summer,3847857,Arrest Made
27,Male,Black,6/22/2012,4,6,Los Angeles,CA,Summer,3847857,Arrest Made
21,Male,Black,6/22/2012,4,6,Los Angeles,CA,Summer,3847857,No Arrest
23,Male,Black,7/9/2012,0,7,Los Angeles,CA,Summer,3847857,Arrest Made
61,Male,Black,8/2/2012,3,8,Los Angeles,CA,Summer,3847857,Arrest Made
52,Male,Black,8/7/2012,1,8,Los Angeles,CA,Summer,3847857,No Arrest
39,Male,Black,8/26/2012,6,8,Los Angeles,CA,Summer,3847857,No Arrest
31,Male,Black,8/30/2012,3,8,Los Angeles,CA,Summer,3847857,Arrest Made
32,Male,Black,9/2/2012,6,9,Los Angeles,CA,Fall,3847857,No Arrest
50,Male,Black,9/8/2012,5,9,Los Angeles,CA,Fall,3847857,Arrest Made
19,Male,Black,9/25/2012,1,9,Los Angeles,CA,Fall,3847857,No Arrest
21,Male,Black,10/1/2012,0,10,Los Angeles,CA,Fall,3847857,Arrest Made
23,Male,Hispanic,10/2/2012,1,10,Los Angeles,CA,Fall,3847857,Arrest Made
48,Male,Black,10/17/2012,2,10,Los Angeles,CA,Fall,3847857,Arrest Made
35,Male,Hispanic,10/19/2012,4,10,Los Angeles,CA,Fall,3847857,No Arrest
43,Male,Black,10/28/2012,6,10,Los Angeles,CA,Fall,3847857,Arrest Made
20,Male,Black,11/15/2012,3,11,Los Angeles,CA,Fall,3847857,No Arrest
52,Male,Hispanic,12/14/2012,4,12,Los Angeles,CA,Winter,3847857,No Arrest
31,Male,Hispanic,12/16/2012,6,12,Los Angeles,CA,Winter,3847857,No Arrest
24,Male,Hispanic,12/22/2012,5,12,Los Angeles,CA,Winter,3847857,No Arrest
50,Male,Hispanic,1/2/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
28,Male,Black,5/6/2012,6,5,Los Angeles,CA,Spring,3847857,No Arrest
62,Male,Black,7/9/2012,0,7,Los Angeles,CA,Summer,3847857,Arrest Made
18,Male,Black,1/2/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
23,Male,Hispanic,1/29/2012,6,1,Los Angeles,CA,Winter,3847857,Arrest Made
47,Male,Hispanic,2/22/2012,2,2,Los Angeles,CA,Winter,3847857,Arrest Made
60,Male,Hispanic,5/4/2012,4,5,Los Angeles,CA,Spring,3847857,No Arrest
52,Male,Black,8/1/2012,2,8,Los Angeles,CA,Summer,3847857,No Arrest
55,Male,Black,8/4/2012,5,8,Los Angeles,CA,Summer,3847857,Arrest Made
43,Male,Hispanic,8/11/2012,5,8,Los Angeles,CA,Summer,3847857,Arrest Made
41,Male,Hispanic,8/18/2012,5,8,Los Angeles,CA,Summer,3847857,Arrest Made
25,Male,Hispanic,8/19/2012,6,8,Los Angeles,CA,Summer,3847857,No Arrest
25,Male,Hispanic,9/11/2012,1,9,Los Angeles,CA,Fall,3847857,Arrest Made
40,Female,Black,9/27/2012,3,9,Los Angeles,CA,Fall,3847857,Arrest Made
53,Female,White,11/16/2012,4,11,Los Angeles,CA,Fall,3847857,Arrest Made
23,Male,Black,11/18/2012,6,11,Los Angeles,CA,Fall,3847857,Arrest Made
22,Male,Hispanic,4/27/2012,4,4,Los Angeles,CA,Spring,3847857,No Arrest
54,Male,White,5/31/2012,3,5,Los Angeles,CA,Spring,3847857,No Arrest
23,Male,Black,6/4/2012,0,6,Los Angeles,CA,Summer,3847857,Arrest Made
44,Male,Black,6/21/2012,3,6,Los Angeles,CA,Summer,3847857,Arrest Made
25,Male,Black,6/21/2012,3,6,Los Angeles,CA,Summer,3847857,Arrest Made
46,Male,Other,6/28/2012,3,6,Los Angeles,CA,Summer,3847857,No Arrest
31,Male,Hispanic,10/11/2012,3,10,Los Angeles,CA,Fall,3847857,No Arrest
24,Male,Hispanic,1/9/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
33,Female,White,3/20/2012,1,3,Los Angeles,CA,Spring,3847857,Arrest Made
67,Male,Hispanic,6/2/2012,5,6,Los Angeles,CA,Summer,3847857,Arrest Made
19,Male,Hispanic,6/15/2012,4,6,Los Angeles,CA,Summer,3847857,No Arrest
41,Male,Hispanic,6/15/2012,4,6,Los Angeles,CA,Summer,3847857,No Arrest
15,Male,Hispanic,7/17/2012,1,7,Los Angeles,CA,Summer,3847857,No Arrest
24,Male,Hispanic,1/1/2012,6,1,Los Angeles,CA,Winter,3847857,No Arrest
17,Male,Hispanic,1/15/2012,6,1,Los Angeles,CA,Winter,3847857,Arrest Made
26,Male,Hispanic,2/5/2012,6,2,Los Angeles,CA,Winter,3847857,No Arrest
37,Female,White,3/2/2012,4,3,Los Angeles,CA,Spring,3847857,Arrest Made
21,Male,White,3/31/2012,5,3,Los Angeles,CA,Spring,3847857,No Arrest
23,Male,Hispanic,4/15/2012,6,4,Los Angeles,CA,Spring,3847857,No Arrest
13,Male,Hispanic,4/19/2012,3,4,Los Angeles,CA,Spring,3847857,Arrest Made
22,Male,Hispanic,5/12/2012,5,5,Los Angeles,CA,Spring,3847857,No Arrest
35,Male,Hispanic,6/21/2012,3,6,Los Angeles,CA,Summer,3847857,No Arrest
21,Male,Hispanic,8/12/2012,6,8,Los Angeles,CA,Summer,3847857,Arrest Made
23,Female,Hispanic,8/20/2012,0,8,Los Angeles,CA,Summer,3847857,No Arrest
51,Male,Hispanic,9/7/2012,4,9,Los Angeles,CA,Fall,3847857,Arrest Made
47,Female,Hispanic,9/7/2012,4,9,Los Angeles,CA,Fall,3847857,Arrest Made
32,Male,Hispanic,9/27/2012,3,9,Los Angeles,CA,Fall,3847857,No Arrest
18,Male,Hispanic,10/6/2012,5,10,Los Angeles,CA,Fall,3847857,Arrest Made
17,Male,Hispanic,10/31/2012,2,10,Los Angeles,CA,Fall,3847857,No Arrest
57,Male,Hispanic,11/24/2012,5,11,Los Angeles,CA,Fall,3847857,Arrest Made
78,Male,Other,3/18/2012,6,3,Los Angeles,CA,Spring,3847857,Arrest Made
44,Male,White,4/6/2012,4,4,Los Angeles,CA,Spring,3847857,Arrest Made
25,Male,Hispanic,9/25/2012,1,9,Los Angeles,CA,Fall,3847857,Arrest Made
24,Female,White,12/2/2012,6,12,Los Angeles,CA,Winter,3847857,Arrest Made
26,Female,Asian,12/2/2012,6,12,Los Angeles,CA,Winter,3847857,Arrest Made
34,Male,Asian,12/2/2012,6,12,Los Angeles,CA,Winter,3847857,Arrest Made
49,Male,Asian,12/2/2012,6,12,Los Angeles,CA,Winter,3847857,Arrest Made
27,Male,Black,3/28/2012,2,3,Los Angeles,CA,Spring,3847857,Arrest Made
39,Male,Black,7/2/2012,0,7,Los Angeles,CA,Summer,3847857,No Arrest
62,Male,Black,1/3/2012,1,1,Los Angeles,CA,Winter,3847857,Arrest Made
42,Male,Hispanic,1/9/2012,0,1,Los Angeles,CA,Winter,3847857,Arrest Made
29,Male,Hispanic,1/14/2012,5,1,Los Angeles,CA,Winter,3847857,Arrest Made
21,Male,Black,1/17/2012,1,1,Los Angeles,CA,Winter,3847857,Arrest Made
38,Male,Black,1/26/2012,3,1,Los Angeles,CA,Winter,3847857,No Arrest
25,Male,Black,2/6/2012,0,2,Los Angeles,CA,Winter,3847857,No Arrest
32,Male,Black,2/4/2012,5,2,Los Angeles,CA,Winter,3847857,No Arrest
30,Male,Black,2/19/2012,6,2,Los Angeles,CA,Winter,3847857,No Arrest
33,Male,Black,2/27/2012,0,2,Los Angeles,CA,Winter,3847857,Arrest Made
38,Male,Black,3/5/2012,0,3,Los Angeles,CA,Spring,3847857,Arrest Made
41,Female,Black,3/15/2012,3,3,Los Angeles,CA,Spring,3847857,Arrest Made
22,Male,Black,4/21/2012,5,4,Los Angeles,CA,Spring,3847857,No Arrest
39,Male,Black,4/26/2012,3,4,Los Angeles,CA,Spring,3847857,Arrest Made
30,Male,Black,4/27/2012,4,4,Los Angeles,CA,Spring,3847857,Arrest Made
58,Male,Black,5/6/2012,6,5,Los Angeles,CA,Spring,3847857,No Arrest
24,Male,Hispanic,5/18/2012,4,5,Los Angeles,CA,Spring,3847857,No Arrest
26,Male,Black,5/22/2012,1,5,Los Angeles,CA,Spring,3847857,No Arrest
32,Male,Black,6/3/2012,6,6,Los Angeles,CA,Summer,3847857,Arrest Made
28,Male,Black,7/15/2012,6,7,Los Angeles,CA,Summer,3847857,No Arrest
33,Male,Black,8/11/2012,5,8,Los Angeles,CA,Summer,3847857,Arrest Made
37,Male,Black,8/19/2012,6,8,Los Angeles,CA,Summer,3847857,Arrest Made
19,Male,Hispanic,8/20/2012,0,8,Los Angeles,CA,Summer,3847857,Arrest Made
20,Male,Black,8/28/2012,1,8,Los Angeles,CA,Summer,3847857,No Arrest
17,Female,Black,9/19/2012,2,9,Los Angeles,CA,Fall,3847857,Arrest Made
50,Male,Black,9/22/2012,5,9,Los Angeles,CA,Fall,3847857,No Arrest
43,Male,Black,9/23/2012,6,9,Los Angeles,CA,Fall,3847857,No Arrest
45,Male,Black,10/9/2012,1,10,Los Angeles,CA,Fall,3847857,No Arrest
17,Male,Hispanic,10/10/2012,2,10,Los Angeles,CA,Fall,3847857,Arrest Made
40,Male,Black,10/12/2012,4,10,Los Angeles,CA,Fall,3847857,No Arrest
34,Male,Hispanic,10/13/2012,5,10,Los Angeles,CA,Fall,3847857,Arrest Made
21,Male,Hispanic,11/3/2012,5,11,Los Angeles,CA,Fall,3847857,No Arrest
17,Male,Black,11/7/2012,2,11,Los Angeles,CA,Fall,3847857,Arrest Made
90,Male,Black,11/17/2012,5,11,Los Angeles,CA,Fall,3847857,No Arrest
28,Male,Black,11/20/2012,1,11,Los Angeles,CA,Fall,3847857,Arrest Made
45,Male,Black,12/5/2012,2,12,Los Angeles,CA,Winter,3847857,No Arrest
22,Female,Black,12/7/2012,4,12,Los Angeles,CA,Winter,3847857,Arrest Made
38,Male,Black,12/7/2012,4,12,Los Angeles,CA,Winter,3847857,No Arrest
26,Male,Black,12/7/2012,4,12,Los Angeles,CA,Winter,3847857,No Arrest
55,Male,Black,12/24/2012,0,12,Los Angeles,CA,Winter,3847857,No Arrest
17,Male,Hispanic,12/26/2012,2,12,Los Angeles,CA,Winter,3847857,Arrest Made
41,Male,Hispanic,3/24/2012,5,3,Los Angeles,CA,Spring,3847857,Arrest Made
35,Male,Hispanic,6/4/2012,0,6,Los Angeles,CA,Summer,3847857,Arrest Made
26,Male,Hispanic,6/4/2012,0,6,Los Angeles,CA,Summer,3847857,Arrest Made
40,Female,White,1/4/2012,2,1,Los Angeles,CA,Winter,3847857,No Arrest
31,Male,Hispanic,3/26/2012,0,3,Los Angeles,CA,Spring,3847857,Arrest Made
30,Male,Hispanic,6/26/2012,1,6,Los Angeles,CA,Summer,3847857,No Arrest
33,Male,Hispanic,7/25/2012,2,7,Los Angeles,CA,Summer,3847857,Arrest Made
26,Male,Hispanic,7/26/2012,3,7,Los Angeles,CA,Summer,3847857,No Arrest
59,Female,Other,8/25/2012,5,8,Los Angeles,CA,Summer,3847857,Arrest Made
29,Male,Hispanic,10/5/2012,4,10,Los Angeles,CA,Fall,3847857,No Arrest
19,Male,Hispanic,10/28/2012,6,10,Los Angeles,CA,Fall,3847857,Arrest Made
70,Female,Hispanic,12/16/2012,6,12,Los Angeles,CA,Winter,3847857,Arrest Made
29,Male,Hispanic,2/21/2012,1,2,Los Angeles,CA,Winter,3847857,Arrest Made
21,Male,Hispanic,1/24/2012,1,1,Los Angeles,CA,Winter,3847857,Arrest Made
22,Male,White,2/16/2012,3,2,Los Angeles,CA,Winter,3847857,No Arrest
26,Male,White,4/10/2012,1,4,Los Angeles,CA,Spring,3847857,No Arrest
37,Male,Hispanic,4/29/2012,6,4,Los Angeles,CA,Spring,3847857,No Arrest
29,Male,Hispanic,5/8/2012,1,5,Los Angeles,CA,Spring,3847857,Arrest Made
19,Male,Hispanic,5/26/2012,5,5,Los Angeles,CA,Spring,3847857,No Arrest
46,Male,Other,8/4/2012,5,8,Los Angeles,CA,Summer,3847857,No Arrest
